title,creator,date,date.digital,publisher,description,subject,type,genre,location,rights,rightsstatement,identifier,holding institution,digitization,format,contributors,language,source,relation,dates,control,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
"Whitman County Atlas, Township 12 N, Range 46 E.W.M. (1910)",Anderson Map Company.,1910,2014,Seattle : Anderson Map Company,"1 map; col., 27 x 13 cm. Plat map from the Whitman County Atlas range 46 that includes a Plat map of Johnson and the Uniontown, WA area. Range 46 is scaled at 1 mile=2&quot;. The Johnson portion of the map is scaled at 400&#x27;=1&quot; and is catalogued individually at: http://content.libraries.wsu.edu/cdm/singleitem/collection/maps/id/594/rec/1. Johnson was named for Jonathon Johnson, who purchased the town site and platted it in 1877.",Whitman County (Wash.)--Maps; Johnson (Wash.)--Maps; Uniontown (Wash.)--Maps,Image,Maps; Plats,United States--Washington (State)--Whitman county; United States--Washington (State)--Whitman county--Johnson; United States--Washington (State)--Whitman county--Uniontown,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,G1488.W6 A5 1910-pg04,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in Plat Book of Whitman County Washington, 1910. G1488.W6 A5 1910 at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1148,1148,892.jp2,/maps/image/892.jp2,maps1148
"Whitman County Atlas, Township 13 &amp; 14 N, Range 40 E.W.M. (1910)",Anderson Map Company.,1910,2014,Seattle : Anderson Map Company,"1 map; col., 27 x 13 cm. Plat map from the Whitman County Atlas range 40 north of Central Ferry, WA on the northern side of the Snake River. Scale: 1 mile=2&quot;.",Whitman County (Wash.)--Maps,Image,Maps; Plats,United States--Washington (State)--Whitman county,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,G1488.W6 A5 1910-pg07,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in Plat Book of Whitman County Washington, 1910. G1488.W6 A5 1910 at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1149,1149,893.jp2,/maps/image/893.jp2,maps1149
"Economic Map of Portions of Wyoming, Idaho and Utah. (1879)","Hayden, F. V. (Ferdinand Vandeveer), 1829-1887; U.S. Geological Survey; United States. Dept. of the Interior",1879,2014,Washington : Dept. of the Interior,"1 map; hand col., 68 x 94 cm. The map provides information for economic purposes about the types of land and quality of land found throughout portions of Wyoming, Idaho and Utah. This map was originally published as part of F.V. Hayden&#x27;s maps and Panoramas: Twelfth Annual Report of the United States Geological and Geographical Survey of the Territories, 1878 and is scaled at Scaled at 8 miles to 1 inch.",Idaho Territory--Maps; Utah Territory--Maps; Wyoming Territory--Maps,Image,Maps,United States--Idaho; United States--Utah; United States--Wyoming,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was created by the United States government.,wsu sc001-2.1-1879-economicmap,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,1878,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1150,1150,894.jp2,/maps/image/894.jp2,maps1150
"Whitman County Atlas, Township 13 N, Range 43 E.W.M. (1910)",Anderson Map Company.,1910,2014,Seattle : Anderson Map Company,"1 map; col., 27 x 13 cm. Plat map from the Whitman County Atlas range 43 that includes a Plat map of Guy (or Albion) and of the Wawawai, WA area. Scale: 1 mile=2&quot;. The Guy (or Albion) portion of the map is scaled at 400&quot;=1&quot; and is catalogued individually at: http://content.libraries.wsu.edu/cdm/singleitem/collection/maps/id/595/rec/2. Originally known as Guy, the name of the town was changed to Albion in 1901. A British settler persuaded the town to make the name change after an early name for the region: New Albion.",Whitman County (Wash.)--Maps; Guy (Wash.)--Maps; Albion (Wash.)--Maps,Image,Maps; Plats,United States--Washington (State)--Whitman county; United States--Washington (State)--Whitman county--Wawawai; United States--Washington (State)--Whitman county--Guy; United States--Washington (State)--Whitman county--Albion,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,G1488.W6 A5 1910-pg08,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in Plat Book of Whitman County Washington, 1910. G1488.W6 A5 1910 at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1151,1151,895.jp2,/maps/image/895.jp2,maps1151
"Whitman County Atlas, Township 13 N, Range 45 &amp; 46 E.W.M. (1910)",Anderson Map Company.,1910,2014,Seattle : Anderson Map Company,"1 map; col., 27 x 13 cm. Plat map from the Whitman County Atlas ranges 45 and 46 covering areas around the stretch between Johnson and Colton, WA. Scale: 1 mile=1.5&quot;.",Whitman County (Wash.)--Maps; Johnson (Wash.)--Maps; Colton (Wash.)--Maps,Image,Maps; Plats,United States--Washington (State)--Whitman county; United States--Washington (State)--Whitman county--Johnson; United States--Washington (State)--Whitman county--Colton,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,G1488.W6 A5 1910-pg10,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in Plat Book of Whitman County Washington, 1910. G1488.W6 A5 1910 at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1152,1152,896.jp2,/maps/image/896.jp2,maps1152
"Whitman County Atlas, Township 14 N, Range 38 E.W.M. (1910)",Anderson Map Company.,1910,2014,Seattle : Anderson Map Company,"1 map; col., 27 x 13 cm. Plat map from the Whitman County Atlas range 38 southeast of Hooper, WA. Scale: 1 mile=2&quot;.",Whitman County (Wash.)--Maps,Image,Maps; Plats,United States--Washington (State)--Whitman county,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,G1488.W6 A5 1910-pg12,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in Plat Book of Whitman County Washington, 1910. G1488.W6 A5 1910 at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1153,1153,897.jp2,/maps/image/897.jp2,maps1153
"Whitman County Atlas, Township 14 N, Range 41 E.W.M. (1910)",Anderson Map Company.,1910,2014,Seattle : Anderson Map Company,"1 map; col., 27 x 13 cm. Plat map from the Whitman County Atlas range 41 that includes a Plat map of Texas City and land east of Penawawa, WA north of the Snake River. Range 41 is scaled at 1 mile=2&quot;. The Texas City portion of the map is scaled at 400&#x27;=1&quot; and is catalogued individually at: http://content.libraries.wsu.edu/cdm/singleitem/collection/maps/id/326/rec/17. At one time the small community of Texas City was also known as Texas Ferry. Located on the Snake River, you can perhaps derive the town&#x27;s economic interests from this name. It lay directly across the river from Riparia and eventually melded into it. Alkali Flat Creek runs through the town as well. There were a number of shipyards located along the town&#x27;s Water Street. With shipyards and the coming of the Oregon Railway and Navigation Co., Texas City became important for trade and transportation capabilities. With completion of the Snake River Valley Railroad in 1907, Texas City also had a direct route to the Idaho border.",Whitman County (Wash.)--Maps; Texas City (Wash.)--Maps; Penawawa (Wash.)--Maps,Image,Maps; Plats,United States--Washington (State)--Whitman county; United States--Washington (State)--Whitman county--Penawawa; United States--Washington (State)--Whitman county--Texas City,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,G1488.W6 A5 1910-pg14,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in Plat Book of Whitman County Washington, 1910. G1488.W6 A5 1910 at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1154,1154,898.jp2,/maps/image/898.jp2,maps1154
"Whitman County Atlas, Township 14 &amp; 15 N, Range 36 &amp; 37 E.W.M. (1910)",Anderson Map Company.,1910,2014,Seattle : Anderson Map Company,"1 map; col., 27 x 13 cm. Plat map from the Whitman County Atlas ranges 36 and 37 on the west side of the Palouse Falls on the Palouse River. Scale: 1 mile=1.5&quot;.",Whitman County (Wash.)--Maps,Image,Maps; Plats,United States--Washington (State)--Whitman county,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,G1488.W6 A5 1910-pg11,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in Plat Book of Whitman County Washington, 1910. G1488.W6 A5 1910 at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1155,1155,899.jp2,/maps/image/899.jp2,maps1155
"Whitman County Atlas, Township 13 N, Range 44 E.W.M. (1910)",Anderson Map Company.,1910,2014,Seattle : Anderson Map Company,"1 map; col., 27 x 13 cm. Plat map from the Whitman County Atlas range 44 west of Colton, WA on the northern side of the Snake River. Scale: 1 mile=2&quot;.",Whitman County (Wash.)--Maps,Image,Maps; Plats,United States--Washington (State)--Whitman county,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is in public domain as it was published prior to 1923.,G1488.W6 A5 1910-pg09,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in Plat Book of Whitman County Washington, 1910. G1488.W6 A5 1910 at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1156,1156,900.jp2,/maps/image/900.jp2,maps1156
The Pacific Northwest scenic highways. (n.d.),"Shaw &amp; Borden Co., Spokane",1945~,2014,"Spokane, Wa. : Shaw &amp; Borden Co.","1 map; 48 x 81 cm. The map was created to highlight road development throughout the Pacific Northwest. With major highways denoted by thick, black lines, this map provides detailed information about travel distances in this region of the country. Based on various clues, this map is most likely a 1940s-era production.",Washington (State)--Road Maps; Idaho--Maps; Montana--Maps; Oregon--Maps; British Columbia--Maps; Alberta--Maps,Image,Maps,United States--Washington (State); United States--Montana; United States--Idaho; United States--Oregon; Canada--Alberta; Canada--British Columbia,http://rightsstatements.org/vocab/NKC/1.0/,No known copyright. Item is believed to be in public domain due to failure to comply with required formalities.,wsu sc001-2.1-nd-thepacificnorthwestscenic,"Manuscripts, Archives, and Special Collections, Washington State University Libraries",Original items were scanned as 600 dpi tiffs on a Zeutschel OS 14000 A0-LS scanner. They were converted to jpeg2000s using Adobe Photoshop CS2 and subsequently uploaded into CONTENTdm.,image/jpg2000,"Manuscripts, Archives, and Special Collections",English,"Is found in SC 1, Historic Maps Collection http://libraries.wsu.edu/masc/finders/sc001.htm at Washington State University Libraries' Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv65237,,,,2014-06-22,2018-06-13,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/maps/id/1157,1157,901.jp2,/maps/image/901.jp2,maps1157
