title,other title,creator,contributor,date,release date,subject,location,region,time period,description,abstract,table of contents,publisher,agency,standard number,rights,rights release,requirements for use,physical characteristics,collection,collection folder,type,language,format original,digital characteristics-a,series,digital collection,format,related items,title replaced by,title replaces,audience,hosted by,metadata creator,url-a,pres file name-m,pres local file path-m,full text,digital creation date-m,digital creator-m,capture tools-m,resolution-m,bit depth-m,security-m,checksum-m,local call number,revision-m,oclc number,date created,date modified,reference url,compound,cdmid,objectid,contentdm file name,full resolution,contentdm file path
"Wilmington Light Infantry Library, 1970s",,,,,,Public libraries--North Carolina;,"Wilmington, New Hanover County, North Carolina, United States",,,"In 1956, the Wilmington Public Library moved to the Wilmington Light Infantry Building. It was an unusual building, with marble walls, that had originally been the home of a wealthy Wilmington entrepreneur. The WLI gave the building its militaristic look by adding cannons to the roof. The building converted nicely to a library but by the 1970s the building was overflowing with library materials. The contraction of a new jail next door literally cracked the walls and plans were made for a new library building. Read more about it and view a video at http:www.nhcgov.comAgnAndDptLIBRLocalHistoryPagesdefault.aspx",,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,8 x 10 inches,New Hanover County Public Library,,Image,English,Photographs,300.831 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Tetterton, Beverly",,tts_NewHaCoun_4.tif,\Preservation_content\tts\images_master\,,2008-08,"Tetterton, Beverly",,260 dpi,24,,,,,433594283,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/160,,160,libraryhistory160,161.jp2,Volume14\tts_NewHaCoun_4.tif,/p249901coll36/image/161.jp2
"Montgomery County bookmobile with five young people and a man, all holding books",,,,1939,,Public libraries--North Carolina; Bookmobiles--North Carolina; Children--North Carolina,"Star, Montgomery County, North Carolina, United States",Sandhill Regional Library,(1929-1945) Depression and World War Two,"Daniel Hugh Cochrane, driver of the Montgomery County bookmobile, poses with local children.",,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,,Krisan Gregson. Personal Family Photograph,,Image,English,Photographs,138.489 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/jpeg,,,,All,State Library of North Carolina,"Allen, Christy",,tts_personal_001.tif,\Preservation_content\tts\images_master\,,2008-08,"Gregson, Krisan",,300 dpi,24,,,,,433608295,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/161,,161,libraryhistory161,162.jp2,Volume14\tts_personal_001.jpg,/p249901coll36/image/162.jp2
"Montgomery County bookmobile with five young people and a man, all holding books, looking at camera",,,,1939,,Public libraries--North Carolina; Bookmobiles--North Carolina; Children--North Carolina,"Star, Montgomery County, North Carolina, United States",Sandhill Regional Library,(1929-1945) Depression and World War Two,"Daniel Hugh Cochrane, driver of the Montgomery County bookmobile, poses with local children.",,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,,Krisan Gregson. Personal Family Photograph,,Image,English,Photographs,303.942 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/jpeg,,,,All,State Library of North Carolina,"Allen, Christy",,tts_personal_002.jpg,\Preservation_content\tts\images_master\,,2008-08,"Gregson, Krisan",,300 dpi,24,,,,,433594292,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/162,,162,libraryhistory162,163.jp2,Volume14\tts_personal_002.jpg,/p249901coll36/image/163.jp2
"Randolph County Public Library, Ramseur Branch, with librarian Hattie H. Burgess and Library Board President Allen H. Leonard",,,,,,Public libraries--North Carolina; Public librarians; Women--North Carolina,"Asheboro, Randolph County, North Carolina, United States",,,Librarian Hattie H. Burgess and Library Board President Allen H. Leonard inside the Ramseur Public Library,,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,5 x 7 inches,Randolph County Public Library,,Image,English,Photographs,37822.923 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Whicker, Adrian L.",,tts_RandCoun_01.tif,\Preservation_content\tts\images_master\,,2008-07,"Whicker, Adrian L.",,600 dpi,24,,,,,433594296,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/163,,163,libraryhistory163,164.jp2,Volume14\tts_RandCoun_1.tif,/p249901coll36/image/164.jp2
"Randolph County Public Library, Ramseur Branch interior view",,,,,,Public libraries--North Carolina;,"Asheboro, Randolph County, North Carolina, United States",,,Interior of Ramseur Public Library,,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,5 x 7 inches,Randolph County Public Library,,Image,English,Photographs,20207.3 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Whicker, Adrian L.",,tts_RandCoun_02.tif,\Preservation_content\tts\images_master\,,2008-07,"Whicker, Adrian L.",,600 dpi,24,,,,,433605530,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/164,,164,libraryhistory164,165.jp2,Volume14\tts_RandCoun_2.tif,/p249901coll36/image/165.jp2
"Randolph County Public Library bookmobile, with women holding stacks of books",,,,1949,,Public libraries--North Carolina; Bookmobiles--North Carolina; Women--North Carolina; Public librarians,"Randolph County, North Carolina, United States",,(1945-1989) Post War/Cold War period,"Second bookmobile of Randolph County Public Library parked in front of Asheboro Branch. (left to right: Mrs. Gladys L. Swing, Mrs. Jewel Kersey, Librarian Charlesanna L. Fox)",,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,5 x 7 inches,Randolph County Public Library,,Image,English,Photographs,2321.154 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Whicker, Adrian L.",,tts_RandCoun_03.tif,\Preservation_content\tts\images_master\,,2008-07,"Whicker, Adrian L.",,600 dpi,24,,,,,433594303,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/165,,165,libraryhistory165,166.jp2,Volume14\tts_RandCoun_3.tif,/p249901coll36/image/166.jp2
Randolph County Public Library bookmobile with a number of men posing along the side,,,,,,Public libraries--North Carolina; Bookmobiles--North Carolina;,"Randolph County, North Carolina, United States",,,Third bookmobile of Randolph County Public Library. Bookmobile was in use from 1956-1972.,,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,5 x 7 inches,Randolph County Public Library,,Image,English,Photographs,1728.879 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Whicker, Adrian L.",,tts_RandCoun_04.tif,\Preservation_content\tts\images_master\,,2008-07,"Whicker, Adrian L.",,600 dpi,24,,,,,433605533,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/166,,166,libraryhistory166,167.jp2,Volume14\tts_RandCoun_4.tif,/p249901coll36/image/167.jp2
Library assistants outside of the Granville County Library bookmobile in rural Granville County,,,,,,Public libraries--North Carolina; Bookmobiles--North Carolina; Women--North Carolina; Children--North Carolina,"Granville County, North Carolina, United States",,,"Two library assistants (Mrs. Gemma H. Fleming, left and Miss Sophronia Cooper, back of van[in hat]) outside of bookmobile as children display their book selections for the photographer.",,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,8 x 10 inches,Richard H. Thornton Library,,Image,English,Photographs,1533.88 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/jpeg,,,,All,State Library of North Carolina,"Montague, Fann",,tts_RichHThor_1.JPG,\Preservation_content\tts\images_master\,,2008-07,"Montague, Fann",,300 dpi,24,,,,,433605535,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/167,,167,libraryhistory167,168.jp2,Volume14\tts_RichHThor_1.JPG,/p249901coll36/image/168.jp2
Granville County Public Library. Around the library desk,,"Johnson, Tom.",,,,Public libraries--North Carolina; Women--North Carolina,"Oxford, Granville County, North Carolina, United States",,,"Meeting of library citizens in the county library housed on the first floor of the Granville County Agricultural Building, Williamsboro Street, Oxford, NC.  This building was demolished in the 1960's and the present library was built in 1963.  County government offices were built on this site.",,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,8 x 10 inches,Richard H. Thornton Library,,Image,English,Photographs,1116.633 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/jpeg,,,,All,State Library of North Carolina,"Montague, Fann",,tts_RichHThor_2.JPG,\Preservation_content\tts\images_master\,,2008-07,"Montague, Fann",,300 dpi,24,,,,,433608351,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/168,,168,libraryhistory168,169.jp2,Volume14\tts_RichHThor_2.JPG,/p249901coll36/image/169.jp2
"Educators, librarians, and friends of the library reviewing books in old county library",,,,,,Public libraries--North Carolina; Public librarians; Women--North Carolina,"Granville County, North Carolina, United States",,,"Educators, librarians and interested citizens review some holdings of the County Library.  Standing far left, Mrs. Ben Parham, a force in promoting the county library system and the new Thornton Library in 1963,  Miss Sophronia Cooper, standing center back, librarian, and to her left is school superintendent, D. N. Hix, all interested in the county library's strides.  Seated second from left is Mrs. Edith Cannady, long and faithful librarian in the system.",,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,5 x 7 inches,Richard H. Thornton Library,,Image,English,Photographs,796.78 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/jpeg,,,,All,State Library of North Carolina,"Montague, Fann",,tts_RichHThor_3.JPG,\Preservation_content\tts\images_master\,,2008-07,"Montague, Fann",,300 dpi,24,,,,,433594317,2008-09-25,2011-08-09,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/169,,169,libraryhistory169,170.jp2,Volume14\tts_RichHThor_3.JPG,/p249901coll36/image/170.jp2
Granville Street Library,,,,,,Public libraries--North Carolina; African Americans and libraries; African Americans--North Carolina; Children--North Carolina; Women--North Carolina; Minorities--North Carolina,"Oxford, Granville County, North Carolina, United States",,,"The Granville Street Library, an African American Library was begun in 1942.  It merged with the Richard H. Thornton Library in the mid 1970's.  Mrs. Maude Lassiter, librarian, is seated at the desk.  The two boys seated at the reading table are John Proter Cureton and Godfrey Maynor.  Rev. C. A. Atkins is standing and the girl in the right of the photograph is Lettie Hamme Smith.  This library was located on Granville Street, Oxford, NC.",,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,8 x 7 inches,Richard H. Thornton Library,,Image,English,Photographs,509.581 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/jpeg,,,,All,State Library of North Carolina,"Montague, Fann",,tts_RichHThor_4.JPG,\Preservation_content\tts\images_master\,,2008-07,"Montague, Fann",,300 dpi,24,,,,,433605546,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/170,,170,libraryhistory170,171.jp2,,/p249901coll36/image/171.jp2
Granville County self-service mini-library,,,,1965,,Public libraries--North Carolina; Cola drinks,"Granville County, North Carolina, United States",,(1954-1971) Civil Rights era,Unknown patron on his Pepsi delivery route stopping in at one of  the Self-Service Mini-Libraries in country stores throughout Granville County in the 1960's.,,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,5 x 7 inches,Richard H. Thornton Library,,Image,English,Photographs,685.588 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/jpeg,,,,All,State Library of North Carolina,"Montague, Fann",,tts_RichHThor_5.JPG,\Preservation_content\tts\images_master\,,2008-07,"Montague, Fann",,300 dpi,24,,,,,433605548,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/171,,171,libraryhistory171,172.jp2,Volume14\tts_RichHThor_5.JPG,/p249901coll36/image/172.jp2
"Larry Macy, avid reader with his bike on the rural route of Rowan Public Library's bookmobile",,,,1953-07-01,,Public libraries--North Carolina; Bookmobiles--North Carolina; Children--North Carolina; Bicycles--North Carolina,"Rowan County, North Carolina, United States",,(1945-1989) Post War/Cold War period,"Young Larry Macy, eight year old patron, having ridden his bike to the bookmobile stop in South Rowan waits to collect his books.;  This picture accompanies a letter written by Larry to the bookmobile ladies.  In the letter he thanks them for the books they saved for him and he hopes that he will see them some time soon.  The bookmobile service was extremely successful. In 1991, the service was reinvented as an outreach program which targets preschool children in the county.",,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,3.5 x 3.5 inches,Rowan Public Library,,Image,English,Photographs,4571.413 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/jpeg,,,,All,State Library of North Carolina,"Witt, Gretchen",,tts_RowaPubl_1.tiff,\Preservation_content\tts\images_master\,,2008-08,"Witt, Gretchen",,72 dpi,24,,,,,433605551,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/172,,172,libraryhistory172,173.jp2,Volume14\tts_RowaPubl_1.jpg,/p249901coll36/image/173.jp2
Warm welcome for the eagerly awaited bookmobile complete with lemonade and picnic,,,,1953-07,,Public libraries--North Carolina; Women--North Carolina; Children--North Carolina,"Wadesboro, Anson County, North Carolina, United States",Sandhill Regional Library,(1945-1989) Post War/Cold War period,"The bookmobile was eagerly awaited by the rural Rowan county citizens.  In summer months, the bookmobile ladies were often feted with picnics and always something cool to drink.  Both children and adults met at appointed bookmobile spots which included some private homes, stores and other businesses.",,,,,,"Copyrighted Material see http://digital.ncdcr.gov/u?/p249901coll22,63752",,,3.5 x 3.5 inches,Rowan Public Library,,Image,English,Photographs,4058.316 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/jpeg,,,,All,State Library of North Carolina,"Witt, Gretchen",,tts_RowaPubl_4.tiff,\Preservation_content\tts\images_master\,,2008-08,"Witt, Gretchen",,72 dpi,24,,,,,433608398,2008-09-25,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/173,,173,libraryhistory173,174.jp2,Volume14\tts_RowaPubl_4.jpg,/p249901coll36/image/174.jp2
